Year,Age,Gender,Educational Attainment,Personal Income,Population Count
1/1/14 0:00,18 to 64,Female,No high school diploma,"F: 35,000 to 49,999",43218
1/1/14 0:00,65 to 80+,Male,High school or equivalent,"B: 5,000 to 9,999",44824
1/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",45185
1/1/14 0:00,18 to 64,Female,High school or equivalent,"H: 75,000 and over",52375
1/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","G: 50,000 to 74,999",53141
1/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","H: 75,000 and over",54704
1/1/14 0:00,18 to 64,Male,No high school diploma,"H: 75,000 and over",54734
1/1/14 0:00,65 to 80+,Female,High school or equivalent,"F: 35,000 to 49,999",55265
1/1/14 0:00,65 to 80+,Female,High school or equivalent,"A: 0 to 4,999",57461
1/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"E: 25,000 to 34,999",59607
1/1/14 0:00,65 to 80+,Female,No high school diploma,"D: 15,000 to 24,999",60502
1/1/14 0:00,65 to 80+,Female,High school or equivalent,"E: 25,000 to 34,999",61889
1/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"B: 5,000 to 9,999",62471
1/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","G: 50,000 to 74,999",63144
1/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",64166
1/1/14 0:00,65 to 80+,Male,High school or equivalent,"F: 35,000 to 49,999",64170
1/1/14 0:00,65 to 80+,Male,High school or equivalent,"C: 10,000 to 14,999",66527
1/1/14 0:00,65 to 80+,Female,No high school diploma,"A: 0 to 4,999",73275
1/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"E: 25,000 to 34,999",74877
1/1/14 0:00,65 to 80+,Female,High school or equivalent,"B: 5,000 to 9,999",76573
1/1/14 0:00,65 to 80+,Male,No high school diploma,"D: 15,000 to 24,999",76893
1/1/14 0:00,65 to 80+,Male,High school or equivalent,"E: 25,000 to 34,999",80555
1/1/14 0:00,65 to 80+,Male,No high school diploma,"C: 10,000 to 14,999",81810
1/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",82988
1/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","F: 35,000 to 49,999",83427
1/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",85356
1/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"B: 5,000 to 9,999",86481
1/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","E: 25,000 to 34,999",95482
1/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","E: 25,000 to 34,999",96958
1/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"G: 50,000 to 74,999",97657
1/1/14 0:00,65 to 80+,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",101765
1/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"D: 15,000 to 24,999",103998
1/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"C: 10,000 to 14,999",104462
1/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"C: 10,000 to 14,999",104583
1/1/14 0:00,18 to 64,Male,No high school diploma,"G: 50,000 to 74,999",104646
1/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"H: 75,000 and over",110009
1/1/14 0:00,65 to 80+,Female,Bachelor's degree or higher,"F: 35,000 to 49,999",113584
1/1/14 0:00,65 to 80+,Male,High school or equivalent,"D: 15,000 to 24,999",116746
1/1/14 0:00,18 to 64,Female,No high school diploma,"E: 25,000 to 34,999",120389
1/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"F: 35,000 to 49,999",120656
1/1/14 0:00,18 to 64,Female,High school or equivalent,"G: 50,000 to 74,999",128589
1/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",135938
1/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"B: 5,000 to 9,999",148975
1/1/14 0:00,65 to 80+,Female,High school or equivalent,"C: 10,000 to 14,999",152945
1/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"G: 50,000 to 74,999",154551
1/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","H: 75,000 and over",155579
1/1/14 0:00,65 to 80+,Female,No high school diploma,"B: 5,000 to 9,999",158180
1/1/14 0:00,18 to 64,Male,No high school diploma,"B: 5,000 to 9,999",158572
1/1/14 0:00,65 to 80+,Female,No high school diploma,"C: 10,000 to 14,999",161001
1/1/14 0:00,65 to 80+,Female,High school or equivalent,"D: 15,000 to 24,999",161619
1/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"A: 0 to 4,999",181482
1/1/14 0:00,18 to 64,Female,No high school diploma,"C: 10,000 to 14,999",189839
1/1/14 0:00,18 to 64,Male,No high school diploma,"F: 35,000 to 49,999",194888
1/1/14 0:00,18 to 64,Male,High school or equivalent,"C: 10,000 to 14,999",200365
1/1/14 0:00,65 to 80+,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",203800
1/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"C: 10,000 to 14,999",206941
1/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"E: 25,000 to 34,999",218789
1/1/14 0:00,18 to 64,Male,High school or equivalent,"H: 75,000 and over",227515
1/1/14 0:00,18 to 64,Male,No high school diploma,"C: 10,000 to 14,999",231957
1/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"D: 15,000 to 24,999",233954
1/1/14 0:00,18 to 64,Male,High school or equivalent,"B: 5,000 to 9,999",238754
1/1/14 0:00,18 to 64,Female,No high school diploma,"B: 5,000 to 9,999",239883
1/1/14 0:00,18 to 64,Female,High school or equivalent,"F: 35,000 to 49,999",245318
1/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","B: 5,000 to 9,999",255129
1/1/14 0:00,18 to 64,Female,High school or equivalent,"B: 5,000 to 9,999",266348
1/1/14 0:00,18 to 64,Female,High school or equivalent,"C: 10,000 to 14,999",272824
1/1/14 0:00,18 to 64,Female,No high school diploma,"D: 15,000 to 24,999",277974
1/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","C: 10,000 to 14,999",278291
1/1/14 0:00,18 to 64,Male,No high school diploma,"E: 25,000 to 34,999",288460
1/1/14 0:00,65 to 80+,Male,Bachelor's degree or higher,"H: 75,000 and over",294802
1/1/14 0:00,18 to 64,Female,High school or equivalent,"E: 25,000 to 34,999",318868
1/1/14 0:00,18 to 64,Male,High school or equivalent,"G: 50,000 to 74,999",322511
1/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"E: 25,000 to 34,999",340611
1/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","A: 0 to 4,999",343156
1/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","G: 50,000 to 74,999",344454
1/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"D: 15,000 to 24,999",352744
1/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"F: 35,000 to 49,999",357532
1/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"A: 0 to 4,999",359264
1/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","E: 25,000 to 34,999",371185
1/1/14 0:00,18 to 64,Male,No high school diploma,"A: 0 to 4,999",376783
1/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","C: 10,000 to 14,999",389764
1/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","B: 5,000 to 9,999",404151
1/1/14 0:00,18 to 64,Male,High school or equivalent,"A: 0 to 4,999",405204
1/1/14 0:00,18 to 64,Male,High school or equivalent,"F: 35,000 to 49,999",418051
1/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","G: 50,000 to 74,999",423087
1/1/14 0:00,18 to 64,Female,High school or equivalent,"D: 15,000 to 24,999",453432
1/1/14 0:00,18 to 64,Male,No high school diploma,"D: 15,000 to 24,999",460129
1/1/14 0:00,18 to 64,Male,High school or equivalent,"E: 25,000 to 34,999",467906
1/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","F: 35,000 to 49,999",469153
1/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","D: 15,000 to 24,999",483518
1/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","H: 75,000 and over",495187
1/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","F: 35,000 to 49,999",495675
1/1/14 0:00,18 to 64,Male,High school or equivalent,"D: 15,000 to 24,999",520580
1/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","E: 25,000 to 34,999",528017
1/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"F: 35,000 to 49,999",531019
1/1/14 0:00,18 to 64,Male,"College, less than 4-yr degree","D: 15,000 to 24,999",556174
1/1/14 0:00,18 to 64,Female,"College, less than 4-yr degree","A: 0 to 4,999",581907
1/1/14 0:00,00 to 17,Male,No high school diploma,"A: 0 to 4,999",610313
1/1/14 0:00,00 to 17,Female,No high school diploma,"A: 0 to 4,999",639596
1/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"G: 50,000 to 74,999",660048
1/1/14 0:00,18 to 64,Female,High school or equivalent,"A: 0 to 4,999",670294
1/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"G: 50,000 to 74,999",682425
1/1/14 0:00,18 to 64,Female,No high school diploma,"A: 0 to 4,999",723208
1/1/14 0:00,18 to 64,Female,Bachelor's degree or higher,"H: 75,000 and over",953282
1/1/14 0:00,18 to 64,Male,Bachelor's degree or higher,"H: 75,000 and over",1628605
