ID,Gender,Marital Status,Relationship Rating,Age,Education,Household Income,Employment Status
797,male,married,2,45,High school graduate - diploma or the equivalent (GED),"100,000 to 124,999",working as paid employee
797,female,married,2,46,"Some college, no degree","100,000 to 124,999",not working - looking for work
798,male,married,1,42,Bachelor's degree,"100,000 to 124,999",working as paid employee
798,female,married,2,42,Bachelor's degree,"100,000 to 124,999",working as paid employee
799,male,married,1,56,7th or 8th grade,"20,000 to 24,999",not working - disabled
799,female,married,4,51,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",working as paid employee
800,male,married,2,33,Associate degree,"30,000 to 34,999",not working - on a temporary layoff from a job
800,female,married,2,26,"Some college, no degree","30,000 to 34,999",working as paid employee
801,male,married,1,28,Bachelor's degree,"85,000 to 99,999",working as paid employee
801,female,married,1,31,Master's degree,"85,000 to 99,999",not working - other
802,male,partner,1,58,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
802,female,partner,1,48,"Some college, no degree","40,000 to 49,999",not working - looking for work
803,male,partner,1,31,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",not working - on a temporary layoff from a job
803,female,partner,2,36,12th grade no diploma,"35,000 to 39,999",not working - looking for work
804,male,partner,3,30,"Some college, no degree","85,000 to 99,999",working as paid employee
804,female,partner,5,29,Bachelor's degree,"85,000 to 99,999",working as paid employee
805,male,married,1,42,Associate degree,"Less than 5,000",not working - disabled
805,female,married,2,40,"Some college, no degree","Less than 5,000",not working - other
806,male,married,1,61,"Some college, no degree","30,000 to 34,999",working as paid employee
806,female,married,2,60,"Some college, no degree","30,000 to 34,999",not working - retired
807,male,married,2,44,Associate degree,"50,000 to 59,999",working as paid employee
807,female,married,1,41,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",not working - other
808,male,married,1,27,"Some college, no degree","12,500 to 14,999",working as paid employee
808,female,married,1,25,Bachelor's degree,"12,500 to 14,999",not working - other
809,male,partner,1,40,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
809,female,partner,1,30,"Some college, no degree","85,000 to 99,999",working as paid employee
810,male,married,1,56,12th grade no diploma,"20,000 to 24,999",not working - disabled
810,female,married,1,59,12th grade no diploma,"20,000 to 24,999",not working - disabled
811,male,married,1,25,Bachelor's degree,"20,000 to 24,999","working, self-employed"
811,female,married,1,27,Associate degree,"20,000 to 24,999",not working - looking for work
812,male,married,1,56,Bachelor's degree,"75,000 to 84,999",not working - disabled
812,female,married,1,55,Bachelor's degree,"75,000 to 84,999",not working - retired
813,male,married,1,33,Professional or doctorate degree,"75,000 to 84,999",working as paid employee
813,female,married,1,32,Professional or doctorate degree,"75,000 to 84,999",working as paid employee
814,male,partner,2,31,9th grade,"20,000 to 24,999",working as paid employee
814,female,partner,2,28,"Some college, no degree","20,000 to 24,999",working as paid employee
815,male,married,1,53,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",not working - retired
815,female,married,1,49,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",working as paid employee
816,male,married,2,46,Bachelor's degree,"40,000 to 49,999",working as paid employee
816,female,married,2,44,"Some college, no degree","40,000 to 49,999",working as paid employee
817,male,married,1,56,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
817,female,married,2,56,"Some college, no degree","40,000 to 49,999",not working - disabled
818,male,married,1,37,Bachelor's degree,"50,000 to 59,999",working as paid employee
818,female,married,1,38,Associate degree,"50,000 to 59,999","working, self-employed"
819,male,married,1,32,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
819,female,married,1,32,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
820,male,partner,1,46,High school graduate - diploma or the equivalent (GED),"125,000 to 149,999",working as paid employee
820,female,partner,2,43,11th grade,"125,000 to 149,999",working as paid employee
821,male,married,1,33,Bachelor's degree,"60,000 to 74,999",working as paid employee
821,female,married,1,30,Associate degree,"60,000 to 74,999",not working - other
822,male,married,1,60,Master's degree,"85,000 to 99,999",not working - retired
822,female,married,1,61,Master's degree,"85,000 to 99,999",not working - retired
823,male,partner,1,48,"Some college, no degree","50,000 to 59,999","working, self-employed"
823,female,partner,1,58,Master's degree,"50,000 to 59,999",not working - retired
824,male,married,1,54,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",not working - on a temporary layoff from a job
824,female,married,1,52,"Some college, no degree","20,000 to 24,999",working as paid employee
825,male,married,4,60,Bachelor's degree,"75,000 to 84,999",not working - retired
825,female,married,3,59,Bachelor's degree,"75,000 to 84,999",not working - retired
826,male,married,2,49,"Some college, no degree","75,000 to 84,999",not working - disabled
826,female,married,1,49,Associate degree,"75,000 to 84,999",working as paid employee
827,male,partner,2,59,Bachelor's degree,"35,000 to 39,999",not working - other
827,female,partner,5,53,"Some college, no degree","35,000 to 39,999",not working - looking for work
828,male,married,1,29,Bachelor's degree,"100,000 to 124,999",working as paid employee
828,female,married,2,31,Bachelor's degree,"100,000 to 124,999",working as paid employee
829,male,married,1,55,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",working as paid employee
829,female,married,3,54,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999","working, self-employed"
830,male,partner,2,24,Associate degree,"75,000 to 84,999","working, self-employed"
830,female,partner,2,24,Associate degree,"75,000 to 84,999",working as paid employee
831,male,partner,1,22,"Some college, no degree","15,000 to 19,999",working as paid employee
831,female,partner,1,20,"Some college, no degree","15,000 to 19,999",not working - looking for work
832,male,partner,1,52,High school graduate - diploma or the equivalent (GED),"125,000 to 149,999","working, self-employed"
832,female,partner,2,48,Bachelor's degree,"125,000 to 149,999","working, self-employed"
833,male,partner,2,39,"Some college, no degree","40,000 to 49,999",working as paid employee
833,female,partner,1,37,"Some college, no degree","40,000 to 49,999",working as paid employee
834,male,partner,2,38,Associate degree,"60,000 to 74,999","working, self-employed"
834,female,partner,2,37,Bachelor's degree,"60,000 to 74,999",working as paid employee
835,male,partner,3,28,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",working as paid employee
835,female,partner,1,26,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",working as paid employee
836,male,partner,1,29,Bachelor's degree,"100,000 to 124,999","working, self-employed"
836,female,partner,1,29,Bachelor's degree,"100,000 to 124,999",working as paid employee
837,male,partner,4,36,Bachelor's degree,"175,000 or more",not working - on a temporary layoff from a job
837,female,partner,2,38,Bachelor's degree,"175,000 or more",working as paid employee
838,male,partner,1,26,Bachelor's degree,"100,000 to 124,999",working as paid employee
838,female,partner,1,30,Bachelor's degree,"100,000 to 124,999",working as paid employee
839,male,partner,4,34,"Some college, no degree","40,000 to 49,999",working as paid employee
839,female,partner,1,30,Associate degree,"40,000 to 49,999",working as paid employee
840,male,partner,1,28,"Some college, no degree","20,000 to 24,999",working as paid employee
840,female,partner,1,26,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",not working - looking for work
841,male,partner,2,27,Master's degree,"15,000 to 19,999",not working - looking for work
841,female,partner,2,27,Master's degree,"15,000 to 19,999",working as paid employee
842,male,partner,2,44,"Some college, no degree","7,500 to 9,999",not working - looking for work
842,female,partner,4,37,High school graduate - diploma or the equivalent (GED),"7,500 to 9,999",working as paid employee
843,male,partner,1,25,Bachelor's degree,"50,000 to 59,999","working, self-employed"
843,female,partner,1,26,Associate degree,"50,000 to 59,999","working, self-employed"
844,male,partner,1,48,High school graduate - diploma or the equivalent (GED),"30,000 to 34,999",not working - looking for work
844,female,partner,1,52,"Some college, no degree","30,000 to 34,999",not working - looking for work
845,male,partner,1,24,"Some college, no degree","25,000 to 29,999",working as paid employee
845,female,partner,2,20,High school graduate - diploma or the equivalent (GED),"25,000 to 29,999",not working - looking for work
846,male,partner,1,47,11th grade,"35,000 to 39,999",working as paid employee
846,female,partner,2,46,"Some college, no degree","35,000 to 39,999",working as paid employee
847,male,partner,1,27,"Some college, no degree","60,000 to 74,999",working as paid employee
847,female,partner,1,27,"Some college, no degree","60,000 to 74,999",working as paid employee
848,male,partner,2,48,High school graduate - diploma or the equivalent (GED),"15,000 to 19,999",working as paid employee
848,female,partner,2,44,High school graduate - diploma or the equivalent (GED),"15,000 to 19,999",not working - other
849,male,partner,1,30,High school graduate - diploma or the equivalent (GED),"30,000 to 34,999",not working - disabled
849,female,partner,1,37,High school graduate - diploma or the equivalent (GED),"30,000 to 34,999",not working - disabled
850,male,partner,1,27,"Some college, no degree","15,000 to 19,999",not working - looking for work
850,female,partner,1,24,Associate degree,"15,000 to 19,999",working as paid employee
851,male,partner,1,24,Bachelor's degree,"40,000 to 49,999",working as paid employee
851,female,partner,2,23,Bachelor's degree,"40,000 to 49,999",working as paid employee
852,male,partner,2,31,11th grade,"35,000 to 39,999",not working - other
852,female,partner,2,30,Bachelor's degree,"35,000 to 39,999",working as paid employee
853,male,partner,1,55,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",working as paid employee
853,female,partner,1,36,Bachelor's degree,"75,000 to 84,999",working as paid employee
854,male,partner,2,36,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999","working, self-employed"
854,female,partner,2,36,High school graduate - diploma or the equivalent (GED),"10,000 to 12,499",not working - disabled
855,male,partner,4,36,Associate degree,"85,000 to 99,999",working as paid employee
855,female,partner,2,29,Master's degree,"85,000 to 99,999","working, self-employed"
856,male,partner,2,22,"Some college, no degree","100,000 to 124,999",not working - looking for work
856,female,partner,2,21,"Some college, no degree","100,000 to 124,999",not working - looking for work
857,male,partner,2,22,"Some college, no degree","7,500 to 9,999",working as paid employee
857,female,partner,1,24,"Some college, no degree","7,500 to 9,999",working as paid employee
858,male,partner,2,36,11th grade,"15,000 to 19,999","working, self-employed"
858,female,partner,3,24,High school graduate - diploma or the equivalent (GED),"12,500 to 14,999",not working - looking for work
859,male,partner,1,23,"Some college, no degree","85,000 to 99,999",working as paid employee
859,female,partner,1,24,"Some college, no degree","50,000 to 59,999",not working - looking for work
860,male,partner,2,37,"Some college, no degree","25,000 to 29,999","working, self-employed"
860,female,partner,2,31,High school graduate - diploma or the equivalent (GED),"25,000 to 29,999",working as paid employee
861,male,partner,2,23,"Some college, no degree","125,000 to 149,999",working as paid employee
861,female,partner,2,21,"Some college, no degree","125,000 to 149,999",working as paid employee
862,male,partner,1,46,Associate degree,"60,000 to 74,999","working, self-employed"
862,female,partner,1,52,"Some college, no degree","50,000 to 59,999","working, self-employed"
863,male,partner,2,23,"Some college, no degree","30,000 to 34,999",working as paid employee
863,female,partner,2,23,"Some college, no degree",Unknown,working as paid employee
864,male,partner,2,23,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",not working - on a temporary layoff from a job
864,female,partner,1,21,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",working as paid employee
865,male,partner,3,21,"Some college, no degree","5,000 to 7,499",working as paid employee
865,female,partner,2,20,"Some college, no degree","5,000 to 7,499",working as paid employee
866,male,partner,1,44,"Some college, no degree","50,000 to 59,999",working as paid employee
866,female,partner,1,45,"Some college, no degree","50,000 to 59,999",working as paid employee
867,male,partner,1,29,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999","working, self-employed"
867,female,partner,1,27,"Some college, no degree","20,000 to 24,999","working, self-employed"
868,male,partner,2,56,"Some college, no degree","20,000 to 24,999",working as paid employee
868,female,partner,1,50,Associate degree,"20,000 to 24,999",not working - looking for work
869,male,partner,2,20,"Some college, no degree","15,000 to 19,999",working as paid employee
869,female,partner,2,19,11th grade,"15,000 to 19,999",not working - looking for work
870,male,partner,4,52,High school graduate - diploma or the equivalent (GED),"100,000 to 124,999",working as paid employee
870,female,partner,2,47,Bachelor's degree,"100,000 to 124,999",working as paid employee
871,male,partner,2,45,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
871,female,partner,4,49,"Some college, no degree","40,000 to 49,999",working as paid employee
872,male,partner,1,54,High school graduate - diploma or the equivalent (GED),"100,000 to 124,999",working as paid employee
872,female,partner,2,53,"Some college, no degree","125,000 to 149,999",working as paid employee
873,male,partner,1,26,Bachelor's degree,"100,000 to 124,999",working as paid employee
873,female,partner,1,25,Bachelor's degree,"100,000 to 124,999",working as paid employee
874,male,partner,1,27,High school graduate - diploma or the equivalent (GED),"7,500 to 9,999",not working - disabled
874,female,partner,1,23,"Some college, no degree","7,500 to 9,999",not working - disabled
875,male,partner,2,58,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
875,female,partner,2,50,"Some college, no degree","85,000 to 99,999",not working - looking for work
876,male,partner,1,58,"Some college, no degree",Unknown,working as paid employee
876,female,partner,1,58,"Some college, no degree","30,000 to 34,999",not working - disabled
877,male,partner,1,25,Associate degree,"25,000 to 29,999",working as paid employee
877,female,partner,1,23,Bachelor's degree,"25,000 to 29,999",working as paid employee
878,male,partner,2,46,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",not working - disabled
878,female,partner,2,31,Bachelor's degree,"75,000 to 84,999",working as paid employee
879,male,partner,2,20,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",working as paid employee
879,female,partner,2,19,"Some college, no degree","85,000 to 99,999",not working - looking for work
880,male,partner,2,37,Bachelor's degree,"40,000 to 49,999",working as paid employee
880,female,partner,2,37,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
881,male,partner,2,24,Bachelor's degree,"40,000 to 49,999",not working - looking for work
881,female,partner,2,23,Bachelor's degree,"40,000 to 49,999",working as paid employee
882,male,partner,1,48,High school graduate - diploma or the equivalent (GED),"25,000 to 29,999","working, self-employed"
882,female,partner,3,44,"Some college, no degree","30,000 to 34,999",not working - other
883,male,partner,1,41,Bachelor's degree,"125,000 to 149,999",working as paid employee
883,female,partner,1,38,Professional or doctorate degree,"125,000 to 149,999",working as paid employee
884,male,partner,3,49,High school graduate - diploma or the equivalent (GED),"15,000 to 19,999",not working - disabled
884,female,partner,2,47,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",not working - disabled
885,male,partner,1,28,Master's degree,"75,000 to 84,999",working as paid employee
885,female,partner,1,24,Bachelor's degree,"75,000 to 84,999",working as paid employee
886,male,partner,2,21,9th grade,Unknown,working as paid employee
886,female,partner,4,21,High school graduate - diploma or the equivalent (GED),"5,000 to 7,499",not working - looking for work
887,male,partner,1,29,Bachelor's degree,"50,000 to 59,999",working as paid employee
887,female,partner,2,26,"Some college, no degree","50,000 to 59,999",not working - other
888,male,partner,2,28,"Some college, no degree","60,000 to 74,999",not working - looking for work
888,female,partner,2,29,"Some college, no degree","60,000 to 74,999",working as paid employee
889,male,partner,1,33,Associate degree,"100,000 to 124,999",working as paid employee
889,female,partner,1,28,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
890,male,partner,2,51,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999","working, self-employed"
890,female,partner,1,52,Bachelor's degree,"20,000 to 24,999",not working - looking for work
891,male,partner,1,29,Associate degree,"25,000 to 29,999",working as paid employee
891,female,partner,1,25,Associate degree,"25,000 to 29,999",not working - other
892,male,partner,2,29,Bachelor's degree,"20,000 to 24,999",working as paid employee
892,female,partner,1,26,Master's degree,"20,000 to 24,999",not working - other
893,male,partner,1,31,Associate degree,"60,000 to 74,999",working as paid employee
893,female,partner,1,30,Bachelor's degree,"75,000 to 84,999",working as paid employee
894,male,partner,2,58,11th grade,"25,000 to 29,999","working, self-employed"
894,female,partner,2,54,High school graduate - diploma or the equivalent (GED),"25,000 to 29,999",working as paid employee
895,male,partner,1,21,"Some college, no degree",Unknown,"working, self-employed"
895,female,partner,1,19,"Some college, no degree","30,000 to 34,999",not working - looking for work
896,male,partner,2,59,Bachelor's degree,Unknown,not working - looking for work
896,female,partner,4,61,"Some college, no degree","40,000 to 49,999",working as paid employee
897,male,partner,1,49,"Some college, no degree","75,000 to 84,999",working as paid employee
897,female,partner,1,48,Associate degree,"75,000 to 84,999",working as paid employee
898,male,partner,2,23,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",working as paid employee
898,female,partner,2,24,High school graduate - diploma or the equivalent (GED),"30,000 to 34,999","working, self-employed"
899,male,partner,1,42,Associate degree,"35,000 to 39,999",working as paid employee
899,female,partner,1,43,High school graduate - diploma or the equivalent (GED),"30,000 to 34,999","working, self-employed"
900,male,partner,2,50,Bachelor's degree,"12,500 to 14,999",working as paid employee
900,female,partner,3,45,High school graduate - diploma or the equivalent (GED),"10,000 to 12,499",not working - disabled
901,male,partner,1,24,"Some college, no degree","35,000 to 39,999",working as paid employee
901,female,partner,1,23,Bachelor's degree,"35,000 to 39,999",working as paid employee
902,male,partner,2,54,High school graduate - diploma or the equivalent (GED),"10,000 to 12,499",not working - disabled
902,female,partner,1,52,"Some college, no degree","10,000 to 12,499",not working - disabled
903,male,partner,1,23,11th grade,"Less than 5,000",not working - looking for work
903,female,partner,1,33,"Some college, no degree","Less than 5,000",not working - other
904,male,partner,4,34,Master's degree,"40,000 to 49,999",working as paid employee
904,female,partner,2,29,Associate degree,"40,000 to 49,999",working as paid employee
905,male,partner,2,47,Bachelor's degree,"50,000 to 59,999",not working - looking for work
905,female,partner,2,25,Bachelor's degree,"50,000 to 59,999",working as paid employee
906,male,partner,1,38,High school graduate - diploma or the equivalent (GED),"Less than 5,000",working as paid employee
906,female,partner,1,37,High school graduate - diploma or the equivalent (GED),"Less than 5,000",working as paid employee
907,male,partner,1,28,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
907,female,partner,2,28,Bachelor's degree,"85,000 to 99,999",working as paid employee
908,male,partner,2,21,"Some college, no degree","50,000 to 59,999","working, self-employed"
908,female,partner,2,20,High school graduate - diploma or the equivalent (GED),Unknown,not working - looking for work
909,male,partner,1,62,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",working as paid employee
909,female,partner,1,53,"Some college, no degree","35,000 to 39,999",working as paid employee
910,male,partner,2,55,Professional or doctorate degree,"100,000 to 124,999",working as paid employee
910,female,partner,2,55,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
911,male,partner,2,37,Bachelor's degree,"30,000 to 34,999",working as paid employee
911,female,partner,2,26,Bachelor's degree,"25,000 to 29,999",working as paid employee
912,male,partner,1,42,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
912,female,partner,2,34,Bachelor's degree,"125,000 to 149,999",not working - on a temporary layoff from a job
913,male,partner,2,49,Associate degree,"60,000 to 74,999","working, self-employed"
913,female,partner,2,49,Associate degree,"60,000 to 74,999",working as paid employee
914,male,partner,2,33,Bachelor's degree,"60,000 to 74,999",working as paid employee
914,female,partner,1,32,Associate degree,"60,000 to 74,999",working as paid employee
915,male,partner,1,27,Bachelor's degree,"100,000 to 124,999",working as paid employee
915,female,partner,1,24,Bachelor's degree,"85,000 to 99,999",working as paid employee
916,male,partner,2,34,High school graduate - diploma or the equivalent (GED),"30,000 to 34,999",not working - looking for work
916,female,partner,2,44,"Some college, no degree","30,000 to 34,999",not working - other
917,male,partner,2,41,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
917,female,partner,2,41,"Some college, no degree","85,000 to 99,999",working as paid employee
918,male,partner,1,26,Associate degree,Unknown,not working - on a temporary layoff from a job
918,female,partner,1,43,Master's degree,"Less than 5,000",working as paid employee
919,male,partner,1,30,Master's degree,"30,000 to 34,999","working, self-employed"
919,female,partner,2,24,Bachelor's degree,"25,000 to 29,999",working as paid employee
920,male,partner,1,31,"Some college, no degree","50,000 to 59,999",working as paid employee
920,female,partner,1,24,"Some college, no degree","50,000 to 59,999",working as paid employee
921,male,partner,1,22,Bachelor's degree,"125,000 to 149,999",working as paid employee
921,female,partner,1,21,Associate degree,"125,000 to 149,999",working as paid employee
922,male,partner,1,37,High school graduate - diploma or the equivalent (GED),"25,000 to 29,999","working, self-employed"
922,female,partner,1,20,High school graduate - diploma or the equivalent (GED),"25,000 to 29,999",working as paid employee
923,male,partner,1,57,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",working as paid employee
923,female,partner,1,53,"Some college, no degree","75,000 to 84,999",working as paid employee
924,male,partner,1,44,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
924,female,partner,1,49,"Some college, no degree","40,000 to 49,999",working as paid employee
925,male,partner,1,21,"Some college, no degree","10,000 to 12,499",working as paid employee
925,female,partner,1,20,"Some college, no degree","10,000 to 12,499",working as paid employee
926,male,partner,1,35,Associate degree,"40,000 to 49,999",working as paid employee
926,female,partner,1,25,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",not working - other
927,male,partner,1,30,Associate degree,"20,000 to 24,999",working as paid employee
927,female,partner,1,23,"Some college, no degree","20,000 to 24,999",not working - other
928,male,partner,2,19,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",not working - looking for work
928,female,partner,2,21,"Some college, no degree","15,000 to 19,999",not working - disabled
929,male,partner,2,36,High school graduate - diploma or the equivalent (GED),"5,000 to 7,499",not working - on a temporary layoff from a job
929,female,partner,1,29,Associate degree,"5,000 to 7,499",not working - other
930,male,partner,1,27,Associate degree,"20,000 to 24,999",working as paid employee
930,female,partner,1,25,Associate degree,"20,000 to 24,999",working as paid employee
931,male,partner,1,53,Bachelor's degree,"40,000 to 49,999",working as paid employee
931,female,partner,1,56,Bachelor's degree,"40,000 to 49,999",not working - retired
932,male,partner,1,20,"Some college, no degree","75,000 to 84,999",not working - looking for work
932,female,partner,1,19,Bachelor's degree,"75,000 to 84,999",working as paid employee
933,male,partner,2,23,"Some college, no degree","20,000 to 24,999",working as paid employee
933,female,partner,2,20,"Some college, no degree","20,000 to 24,999",not working - on a temporary layoff from a job
934,male,partner,1,23,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
934,female,partner,2,20,"Some college, no degree","40,000 to 49,999",not working - looking for work
935,male,partner,2,41,Master's degree,"50,000 to 59,999",working as paid employee
935,female,partner,1,39,Master's degree,"125,000 to 149,999",working as paid employee
936,male,partner,1,24,Bachelor's degree,"60,000 to 74,999",working as paid employee
936,female,partner,1,24,Bachelor's degree,"60,000 to 74,999",working as paid employee
937,male,partner,2,24,"Some college, no degree","20,000 to 24,999",working as paid employee
937,female,partner,1,21,"Some college, no degree","10,000 to 12,499",working as paid employee
938,male,partner,1,22,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
938,female,partner,1,20,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",not working - other
939,male,partner,1,21,High school graduate - diploma or the equivalent (GED),"Less than 5,000",not working - looking for work
939,female,partner,2,18,High school graduate - diploma or the equivalent (GED),"5,000 to 7,499",not working - on a temporary layoff from a job
940,male,partner,1,25,Bachelor's degree,"60,000 to 74,999",working as paid employee
940,female,partner,1,40,"Some college, no degree","60,000 to 74,999",working as paid employee
941,male,partner,2,26,High school graduate - diploma or the equivalent (GED),Unknown,working as paid employee
941,female,partner,1,23,"Some college, no degree",Unknown,working as paid employee
942,male,partner,1,51,Associate degree,"25,000 to 29,999","working, self-employed"
942,female,partner,2,39,Bachelor's degree,"25,000 to 29,999","working, self-employed"
943,male,partner,2,49,"Some college, no degree","12,500 to 14,999",working as paid employee
943,female,partner,4,32,"Some college, no degree","15,000 to 19,999",working as paid employee
944,male,partner,1,27,"Some college, no degree","75,000 to 84,999",working as paid employee
944,female,partner,2,27,Bachelor's degree,"75,000 to 84,999",working as paid employee
945,male,partner,2,24,"Some college, no degree","60,000 to 74,999",working as paid employee
945,female,partner,2,23,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",not working - looking for work
946,male,partner,2,37,Master's degree,"50,000 to 59,999",working as paid employee
946,female,partner,3,35,Associate degree,"40,000 to 49,999",working as paid employee
947,male,partner,2,29,Bachelor's degree,"100,000 to 124,999",working as paid employee
947,female,partner,2,28,Master's degree,"100,000 to 124,999",working as paid employee
948,male,partner,2,56,"Some college, no degree","60,000 to 74,999",working as paid employee
948,female,partner,2,54,"Some college, no degree","60,000 to 74,999",not working - disabled
949,male,partner,3,39,Bachelor's degree,"60,000 to 74,999",not working - looking for work
949,female,partner,2,29,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",working as paid employee
950,male,partner,1,28,Associate degree,"15,000 to 19,999","working, self-employed"
950,female,partner,1,25,"Some college, no degree","25,000 to 29,999",not working - other
951,male,partner,2,37,"Some college, no degree","20,000 to 24,999","working, self-employed"
951,female,partner,1,21,"Some college, no degree","20,000 to 24,999",working as paid employee
952,male,partner,2,38,High school graduate - diploma or the equivalent (GED),"Less than 5,000",not working - looking for work
952,female,partner,2,41,"Some college, no degree","15,000 to 19,999",working as paid employee
953,male,partner,1,45,"Some college, no degree","85,000 to 99,999","working, self-employed"
953,female,partner,1,44,Bachelor's degree,"85,000 to 99,999",working as paid employee
954,male,partner,1,33,High school graduate - diploma or the equivalent (GED),"20,000 to 24,999",not working - looking for work
954,female,partner,1,32,Associate degree,"20,000 to 24,999",working as paid employee
955,male,partner,1,50,"Some college, no degree","75,000 to 84,999","working, self-employed"
955,female,partner,1,47,Associate degree,"60,000 to 74,999",working as paid employee
956,male,partner,2,23,"Some college, no degree","35,000 to 39,999",working as paid employee
956,female,partner,2,21,"Some college, no degree","35,000 to 39,999",working as paid employee
957,male,partner,2,29,Bachelor's degree,"15,000 to 19,999",not working - other
957,female,partner,1,27,Master's degree,"15,000 to 19,999",working as paid employee
958,male,partner,2,37,Associate degree,"35,000 to 39,999",working as paid employee
958,female,partner,2,35,"Some college, no degree","35,000 to 39,999",not working - disabled
959,male,partner,1,36,Bachelor's degree,"60,000 to 74,999","working, self-employed"
959,female,partner,1,42,"Some college, no degree","60,000 to 74,999",working as paid employee
960,male,partner,1,21,"Some college, no degree","85,000 to 99,999",not working - looking for work
960,female,partner,2,21,"Some college, no degree","85,000 to 99,999",working as paid employee
961,male,partner,1,23,"Some college, no degree","25,000 to 29,999",working as paid employee
961,female,partner,1,21,"Some college, no degree","25,000 to 29,999",working as paid employee
962,male,partner,4,47,10th grade,"50,000 to 59,999","working, self-employed"
962,female,partner,4,49,High school graduate - diploma or the equivalent (GED),"30,000 to 34,999",not working - looking for work
963,male,partner,1,22,Bachelor's degree,"60,000 to 74,999",working as paid employee
963,female,partner,1,22,Bachelor's degree,"60,000 to 74,999",working as paid employee
964,male,partner,1,50,Associate degree,"40,000 to 49,999",working as paid employee
964,female,partner,1,42,"Some college, no degree","10,000 to 12,499",working as paid employee
965,male,partner,1,30,9th grade,"Less than 5,000",not working - other
965,female,partner,1,35,9th grade,"30,000 to 34,999",working as paid employee
966,male,partner,2,26,9th grade,"15,000 to 19,999","working, self-employed"
966,female,partner,3,26,High school graduate - diploma or the equivalent (GED),"15,000 to 19,999",not working - other
967,male,partner,1,25,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999","working, self-employed"
967,female,partner,1,32,Associate degree,"35,000 to 39,999",working as paid employee
968,male,partner,1,20,12th grade no diploma,"100,000 to 124,999",not working - looking for work
968,female,partner,1,19,High school graduate - diploma or the equivalent (GED),"100,000 to 124,999",not working - looking for work
969,male,partner,1,54,"Some college, no degree","60,000 to 74,999",not working - on a temporary layoff from a job
969,female,partner,1,28,"Some college, no degree","60,000 to 74,999",working as paid employee
970,male,partner,1,26,"Some college, no degree","10,000 to 12,499",not working - looking for work
970,female,partner,1,27,"Some college, no degree","10,000 to 12,499",working as paid employee
971,male,partner,1,47,"Some college, no degree","40,000 to 49,999","working, self-employed"
971,female,partner,1,25,Bachelor's degree,"40,000 to 49,999",working as paid employee
972,male,partner,1,54,Professional or doctorate degree,"125,000 to 149,999",working as paid employee
972,female,partner,1,41,Master's degree,"125,000 to 149,999",working as paid employee
973,male,partner,1,27,High school graduate - diploma or the equivalent (GED),"30,000 to 34,999",working as paid employee
